@relation tweet

@attribute 1st_person numeric
@attribute 2nd_person numeric
@attribute 3rd_person numeric
@attribute coord_conjunction numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute modern_slang numeric
@attribute upper_case_words numeric
@attribute avg_length_sentences numeric
@attribute avg_length_token numeric
@attribute num_sentences numeric
@attribute class {0,4}

@data
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 2, 0, 6.0, 3.88888888889, 2, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0, 3.8, 1, 0
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 5.0, 3.72727272727, 3, 0
2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 0, 0, 0, 1, 16.0, 4.71428571429, 1, 4
0, 0, 1, 1, 0, 0, 6, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 15.0, 4.16666666667, 2, 4
0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 6, 1, 1, 0, 1, 0, 9.5, 3.33333333333, 2, 4
0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 9.0, 3.125, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 4.0, 4.0, 2, 0
1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 10.5, 3.75, 2, 0
0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 5, 4, 0, 0, 1, 0, 18.0, 4.0625, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 0, 0, 1, 11.0, 5.77777777778, 1, 0
0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 26.0, 3.83333333333, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.0, 3.6, 1, 0
0, 1, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 7.5, 4.23076923077, 2, 4
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 10.5, 5.0, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 5.0, 5.75, 1, 4
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 11.0, 5.1, 1, 4
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 8.0, 4.375, 1, 4
1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 7.0, 4.08333333333, 2, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 1, 0, 2, 14.0, 4.15384615385, 2, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 4.0, 5.0, 1, 4
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 15.0, 3.69230769231, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 7.0, 4.42857142857, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.0, 4.4, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 7, 2, 1, 0, 0, 1, 14.0, 4.81818181818, 1, 4
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 0, 0, 0, 14.0, 4.53846153846, 1, 4
0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 4, 1, 1, 0, 0, 1, 11.0, 4.44444444444, 1, 0
2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 0, 3, 16.0, 3.21428571429, 1, 4
1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 13.0, 3.72727272727, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2.0, 5.0, 1, 4
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 9.0, 5.0, 1, 0
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 11.5, 4.80952380952, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 1, 1, 0, 0, 24, 13.0, 4.5, 2, 4
2, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 14.5, 4.07692307692, 2, 0
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 4, 2, 1, 0, 0, 0, 7.66666666667, 5.52631578947, 3, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 8.0, 3.5, 1, 4
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5.0, 4.25, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 0, 0, 0, 14.0, 3.76923076923, 1, 0
0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3, 3, 0, 0, 0, 8.0, 5.07692307692, 2, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 1, 0, 0, 7.0, 3.83333333333, 2, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 1, 0, 2, 7.66666666667, 4.72222222222, 3, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 7.0, 5.5, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 14.0, 4.23076923077, 1, 0
1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 12.0, 4.3, 1, 0
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 1, 2, 0, 0, 0, 8.0, 3.90476190476, 3, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 13.0, 3.91666666667, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4.0, 5.5, 1, 0
1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 1, 5, 0, 3, 0, 1, 0, 12.0, 4.2, 2, 0
0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 4, 0, 2, 0, 0, 0, 12.0, 4.9, 1, 0
1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 15.0, 2.76923076923, 1, 0
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 8.0, 4.42857142857, 1, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 1, 0, 3.66666666667, 3.5, 3, 0
0, 0, 0, 1, 0, 0, 4, 0, 1, 0, 0, 4, 4, 0, 0, 0, 0, 8.5, 5.15384615385, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 1, 1, 1, 0, 0, 18.0, 4.0, 1, 0
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 4, 1, 1, 0, 0, 1, 8.0, 4.21428571429, 2, 0
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 13.0, 4.90909090909, 1, 0
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 10.0, 5.625, 1, 4
0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 4, 6, 1, 0, 0, 0, 19.0, 5.5, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 4.0, 5.83333333333, 2, 4
1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 5, 2, 0, 0, 0, 1, 7.5, 4.5, 2, 4
0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 0, 0, 1, 10.5, 4.61111111111, 2, 4
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 8.0, 4.14285714286, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2.0, 4.0, 1, 4
0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 4, 2, 1, 1, 1, 0, 17.0, 3.15384615385, 1, 4
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 10.0, 3.22222222222, 1, 4
3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 15.0, 4.30769230769, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 9.0, 4.11111111111, 1, 4
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4.0, 5.66666666667, 1, 4
0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 6.66666666667, 4.52941176471, 3, 4
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 0, 1, 0, 0, 3, 7.25, 3.95833333333, 4, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 7.0, 4.66666666667, 1, 4
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 7.0, 3.66666666667, 1, 4
0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 9.5, 3.82352941176, 2, 4
1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 6, 0, 0, 1, 0, 0, 19.0, 3.94117647059, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 8.0, 4.14285714286, 1, 4
0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 3, 3, 0, 0, 0, 0, 13.0, 4.9, 1, 4
0, 0, 2, 1, 3, 0, 0, 0, 0, 0, 2, 6, 2, 4, 0, 1, 0, 7.25, 4.25, 4, 4
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 4, 2, 2, 0, 0, 1, 7.0, 3.8125, 3, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 2, 0, 0, 1, 28.0, 4.03571428571, 1, 0
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 1, 0, 1, 13.0, 4.04545454545, 2, 0
0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 15.0, 3.53333333333, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 2, 0, 0, 0, 13.0, 4.5, 1, 0
0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 4, 2, 3, 0, 0, 0, 23.0, 4.7, 1, 0
2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 3, 16.0, 3.86666666667, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 5, 2, 0, 0, 2, 9.33333333333, 3.81818181818, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 9.0, 5.0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 8.0, 4.14285714286, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 7.0, 4.66666666667, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 0, 0, 7.5, 3.57692307692, 4, 0
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 7.25, 4.03846153846, 4, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 7, 0, 1, 0, 0, 0, 10.0, 4.05882352941, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 1, 9.0, 3.125, 1, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 1, 0, 0, 0, 6.66666666667, 4.58823529412, 3, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 0, 13.0, 4.0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4.0, 9.33333333333, 1, 0
0, 1, 1, 0, 1, 0, 2, 0, 0, 1, 0, 6, 2, 1, 0, 0, 1, 6.8, 3.51724137931, 5, 4
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 12, 3, 1, 1, 2, 22, 8.25, 3.62962962963, 4, 0
1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 10.0, 4.375, 1, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 9.0, 5.0, 1, 4
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 5.0, 4.25, 1, 0
0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6.0, 4.25, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 1, 0, 0, 0, 8.0, 3.71428571429, 4, 0
2, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 13.0, 3.95833333333, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 7.0, 4.14285714286, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 8.0, 5.14285714286, 1, 0
0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 12.0, 4.0, 1, 0
0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 8, 2, 2, 0, 0, 1, 7.33333333333, 4.0, 3, 4
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 1, 12.0, 5.0, 1, 0
0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 17.0, 3.82352941176, 1, 4
2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 9.5, 4.76470588235, 2, 4
1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 7, 2, 0, 0, 0, 1, 6.0, 4.64285714286, 3, 4
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 11, 1, 0, 0, 0, 3, 22.0, 4.21052631579, 1, 4
0, 0, 0, 1, 1, 0, 2, 0, 0, 2, 0, 5, 4, 1, 1, 0, 0, 28.0, 4.24, 1, 4
0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 7, 3, 0, 0, 0, 1, 23.0, 4.41176470588, 1, 4
1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 18.0, 5.1875, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 4, 3, 0, 0, 0, 8.66666666667, 4.60869565217, 3, 0
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 10, 3, 3, 0, 1, 2, 7.66666666667, 4.05263157895, 3, 0
2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 1, 0, 15.0, 4.57142857143, 1, 0
1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 12, 0, 2, 0, 0, 2, 13.5, 4.13636363636, 2, 0
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 1, 0, 0, 0, 8.0, 4.15384615385, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 10.0, 5.22222222222, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 1, 5.5, 6.11111111111, 2, 0
2, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 4, 2, 2, 0, 0, 0, 8.0, 3.67857142857, 4, 4
0, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 13.0, 4.52173913043, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1, 0, 0, 0, 9.0, 5.125, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.0, 3.75, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 7, 10.0, 3.1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 1, 0, 0, 0, 9.0, 5.375, 1, 0
2, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 6, 2, 1, 0, 0, 0, 13.0, 3.1, 2, 0
2, 0, 0, 0, 2, 3, 0, 0, 1, 2, 0, 8, 0, 1, 0, 0, 0, 27.0, 3.73913043478, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 2, 0, 0, 0, 12.0, 4.0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 7.0, 3.16666666667, 1, 0
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8, 1, 1, 0, 0, 2, 23.0, 5.1, 1, 0
0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 9.0, 4.42857142857, 1, 0
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 6.0, 4.0, 2, 0
0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 7, 0, 1, 0, 1, 1, 12.5, 4.5, 2, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 12.0, 4.8, 1, 4
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6.0, 3.5, 1, 4
1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 8.0, 2.66666666667, 1, 4
1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 3, 10.3333333333, 3.64, 3, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 5.0, 4.25, 1, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 7, 1, 2, 0, 0, 1, 9.5, 4.1875, 2, 4
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 13.0, 4.875, 1, 4
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 15.0, 4.0, 1, 4
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 9.0, 4.625, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 0, 0, 0, 0, 8.0, 5.4, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 6.0, 4.4, 1, 4
0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 11, 0, 1, 0, 0, 1, 9.33333333333, 3.4, 3, 4
0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 3, 10, 0, 0, 0, 0, 0, 7.0, 4.38888888889, 3, 0
1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 22.0, 3.45454545455, 1, 4
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 7.0, 3.4, 1, 4
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 4.66666666667, 4.90909090909, 3, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0, 8.0, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 6.0, 5.25, 1, 4
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 1, 1, 18.0, 3.21428571429, 1, 4
0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 5, 3, 1, 1, 1, 1, 15.0, 3.92592592593, 2, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 8, 8.0, 3.375, 1, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 10.0, 3.55555555556, 1, 0
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 7.0, 4.1, 2, 4
1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 4, 4, 1, 0, 0, 1, 11.0, 3.89473684211, 2, 4
0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 4, 3, 1, 0, 0, 0, 21.0, 3.15789473684, 1, 0
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 4, 4, 1, 0, 0, 0, 19.0, 4.9375, 1, 4
4, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 5, 1, 1, 0, 0, 1, 16.5, 3.14814814815, 2, 4
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 13.0, 5.54545454545, 1, 4
0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 9, 0, 0, 1, 0, 4, 10.0, 4.11764705882, 2, 4
