@relation tweet

@attribute 1st_person numeric
@attribute 2nd_person numeric
@attribute 3rd_person numeric
@attribute coord_conjunction numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute modern_slang numeric
@attribute upper_case_words numeric
@attribute avg_length_sentences numeric
@attribute avg_length_token numeric
@attribute num_sentences numeric
@attribute class {0,4}

@data
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 11.0, 5.0, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 14.0, 3.07692307692, 1, 0
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 11.0, 3.90909090909, 1, 0
0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 7.5, 3.83333333333, 2, 0
1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7.0, 3.16666666667, 1, 0
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 7, 1, 0, 0, 0, 0, 8.0, 3.90476190476, 3, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 13.0, 4.36363636364, 1, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 11.0, 3.9, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 9.0, 3.5, 1, 0
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 5.0, 3.81818181818, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.0, 1, 0
1, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 14.0, 4.0, 1, 0
3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 4, 0, 1, 0, 0, 0, 14.0, 3.61538461538, 1, 0
0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 1, 0, 1, 0, 9, 10.0, 5.55555555556, 1, 0
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 6, 0, 2, 0, 0, 0, 7.33333333333, 3.15789473684, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 3, 0, 0, 0, 3.33333333333, 4.58333333333, 6, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 6.5, 5.18181818182, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 7, 1, 1, 0, 0, 0, 16.0, 4.2, 1, 0
1, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 8, 0, 1, 1, 1, 0, 9.33333333333, 3.66666666667, 3, 0
1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 5, 2, 0, 0, 0, 0, 21.0, 3.47058823529, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 8.0, 3.61538461538, 2, 0
1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 10.0, 2.77777777778, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 8.0, 3.71428571429, 1, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4.5, 3.0, 2, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 8.0, 4.15384615385, 2, 0
0, 2, 1, 1, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 30.0, 3.51851851852, 1, 0
1, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 4, 3, 1, 0, 0, 1, 12.5, 3.94444444444, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0, 3.0, 1, 0
1, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 6, 0, 2, 2, 0, 5, 14.5, 3.42307692308, 2, 0
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 14.0, 5.15384615385, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0, 3.66666666667, 1, 0
2, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 9.5, 5.41176470588, 2, 0
0, 2, 2, 1, 0, 0, 1, 0, 0, 0, 1, 7, 0, 1, 1, 0, 0, 26.0, 3.13636363636, 1, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0, 3.25, 1, 0
4, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 11.5, 3.4, 2, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 12.0, 3.72727272727, 1, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10.0, 3.55555555556, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 1, 0, 0, 0, 4.0, 3.4, 2, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6.0, 3.66666666667, 1, 0
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 9.0, 3.88888888889, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 1, 0, 0, 11.0, 5.5, 1, 0
2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5, 1, 2, 0, 0, 5, 12.5, 4.2380952381, 2, 0
1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 13, 10.0, 4.55555555556, 2, 0
1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 7, 0, 2, 1, 0, 1, 10.0, 3.96, 3, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 7.0, 4.66666666667, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0, 3.0, 1, 0
0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 2, 5, 0, 1, 1, 0, 0, 11.5, 3.95238095238, 2, 0
1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 0, 0, 22.0, 3.95238095238, 1, 0
2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 6, 2, 1, 0, 0, 0, 23.0, 4.0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2.0, 4.5, 1, 0
0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 12, 0, 4, 1, 1, 0, 6.2, 3.52, 5, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3.0, 3.5, 1, 0
1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 7.0, 4.45454545455, 2, 0
0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 9.5, 4.41176470588, 2, 0
2, 0, 1, 1, 0, 1, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 11.5, 3.55, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.0, 4.5, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 1, 0, 0, 0, 17.0, 6.13333333333, 1, 0
1, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 19.0, 4.42857142857, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.0, 4.6, 1, 0
3, 0, 0, 0, 2, 0, 4, 0, 0, 0, 1, 7, 0, 2, 1, 0, 0, 9.33333333333, 4.04545454545, 3, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0, 3.0, 1, 0
0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 13.0, 2.72727272727, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 0, 2, 0, 0, 23.0, 4.19047619048, 1, 0
0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 11.0, 4.21052631579, 2, 0
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7, 1, 3, 0, 0, 0, 9.33333333333, 4.33333333333, 3, 0
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 12.0, 4.2, 1, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0, 4.25, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2.0, 6.0, 1, 0
2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 1, 1, 0, 0, 27.0, 4.15384615385, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5.0, 3.5, 1, 0
0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.0, 2.5, 1, 0
1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 4, 0, 0, 0, 0, 1, 14.0, 4.7, 1, 0
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 10.0, 4.0, 1, 0
0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 1, 1, 1, 0, 13.0, 3.81818181818, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 3, 4.66666666667, 3.7, 3, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 1, 6.0, 4.0, 2, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6.0, 6.0, 1, 0
0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 1, 0, 4.75, 4.73333333333, 4, 0
0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 4, 0, 2, 2, 0, 0, 20.0, 3.66666666667, 1, 0
1, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 12, 0, 0, 0, 0, 0, 20.0, 4.29411764706, 1, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 8.0, 3.75, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 0, 0, 6.66666666667, 3.41176470588, 3, 0
0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 8.0, 2.85714285714, 1, 0
1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 1, 3, 0, 0, 0, 5.33333333333, 3.66666666667, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 5.0, 3.25, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3.0, 4.33333333333, 1, 0
1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 12.5, 4.39130434783, 2, 0
0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 13.0, 4.0, 1, 0
0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 2, 8.0, 4.28571428571, 1, 0
0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 8.0, 4.30769230769, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2.0, 7.0, 1, 0
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 20.0, 4.0, 1, 0
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 13.0, 3.83333333333, 1, 0
1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 8, 0, 3, 1, 3, 0, 13.0, 3.875, 2, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 5, 0, 2, 0, 0, 0, 15.0, 4.46153846154, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 9.0, 4.375, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3.0, 6.66666666667, 1, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 8.0, 3.25, 1, 0
1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 12.0, 3.1, 1, 0
3, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 21.0, 3.25, 1, 0
